# y+ ()       
# Time        	patch         	min           	max           	average       
0.94          	splitter	3.345724e+01	5.759457e+01	3.766059e+01
0.94          	back	1.150220e+01	1.878888e+01	1.447220e+01
0.94          	sides	9.716193e+00	3.091464e+01	2.202767e+01
0.95          	splitter	3.347807e+01	5.762722e+01	3.766333e+01
0.95          	back	1.148454e+01	1.789496e+01	1.441721e+01
0.95          	sides	9.715725e+00	3.025416e+01	2.202497e+01
0.96          	splitter	3.350545e+01	5.764507e+01	3.766623e+01
0.96          	back	1.146982e+01	1.758083e+01	1.439277e+01
0.96          	sides	9.716252e+00	2.992590e+01	2.200693e+01
0.97          	splitter	3.347570e+01	5.763844e+01	3.766491e+01
0.97          	back	1.150893e+01	1.836186e+01	1.442392e+01
0.97          	sides	9.715847e+00	2.969304e+01	2.200066e+01
0.98          	splitter	3.345368e+01	5.761287e+01	3.766139e+01
0.98          	back	1.150137e+01	1.885579e+01	1.447498e+01
0.98          	sides	9.715983e+00	3.102817e+01	2.201259e+01
0.99          	splitter	3.345740e+01	5.759499e+01	3.766060e+01
0.99          	back	1.147647e+01	1.878260e+01	1.447167e+01
0.99          	sides	9.716195e+00	3.091336e+01	2.202778e+01
1             	splitter	3.347843e+01	5.762752e+01	3.766337e+01
1             	back	1.149605e+01	1.788262e+01	1.441626e+01
1             	sides	9.715724e+00	3.024984e+01	2.202481e+01
