# Region type : patch outlet
# Faces  :    121
# Area   :    4.800000e-04
# Time        	average(T)
0.1045        	3.819457e+02
0.104625      	3.819756e+02
0.10475       	3.820055e+02
0.104875      	3.820353e+02
0.105         	3.820651e+02
0.105125      	3.820948e+02
0.10525       	3.821245e+02
0.105375      	3.821541e+02
0.1055        	3.821836e+02
0.105625      	3.822131e+02
0.10575       	3.822426e+02
0.105875      	3.822720e+02
0.106         	3.823014e+02
0.106125      	3.823308e+02
0.10625       	3.823602e+02
0.106375      	3.823895e+02
0.1065        	3.824187e+02
0.106625      	3.824479e+02
0.10675       	3.824770e+02
0.106875      	3.825061e+02
0.107         	3.825352e+02
0.107125      	3.825641e+02
0.10725       	3.825931e+02
0.107375      	3.826219e+02
0.1075        	3.826507e+02
0.107625      	3.826795e+02
0.10775       	3.827082e+02
0.107875      	3.827369e+02
0.108         	3.827655e+02
0.108125      	3.827940e+02
0.10825       	3.828225e+02
0.108375      	3.828510e+02
0.1085        	3.828794e+02
0.108625      	3.829078e+02
0.10875       	3.829362e+02
0.108875      	3.829645e+02
0.109         	3.829928e+02
0.109125      	3.830210e+02
0.10925       	3.830492e+02
0.109375      	3.830774e+02
0.1095        	3.831055e+02
0.109625      	3.831336e+02
0.10975       	3.831616e+02
0.109875      	3.831897e+02
0.11          	3.832177e+02
0.110125      	3.832456e+02
0.11025       	3.832706e+02
0.110375      	3.832985e+02
0.1105        	3.833265e+02
0.110625      	3.833514e+02
0.11075       	3.833793e+02
0.110875      	3.834042e+02
0.111         	3.834321e+02
0.111125      	3.834569e+02
0.11125       	3.834848e+02
0.111375      	3.835097e+02
0.1115        	3.835375e+02
0.111625      	3.835624e+02
0.11175       	3.835872e+02
0.111875      	3.836151e+02
0.112         	3.836399e+02
0.112125      	3.836648e+02
0.11225       	3.836897e+02
0.112375      	3.837145e+02
0.1125        	3.837394e+02
0.112625      	3.837642e+02
0.11275       	3.837891e+02
0.112875      	3.838139e+02
0.113         	3.838387e+02
0.113125      	3.838635e+02
0.11325       	3.838883e+02
0.113375      	3.839130e+02
0.1135        	3.839378e+02
0.113625      	3.839625e+02
0.11375       	3.839872e+02
0.113875      	3.840118e+02
0.114         	3.840365e+02
0.114125      	3.840611e+02
0.11425       	3.840856e+02
0.114375      	3.841101e+02
0.1145        	3.841346e+02
0.114625      	3.841591e+02
0.11475       	3.841835e+02
0.114875      	3.842078e+02
0.115         	3.842321e+02
0.115125      	3.842564e+02
0.11525       	3.842806e+02
0.115375      	3.843047e+02
0.1155        	3.843289e+02
0.115625      	3.843529e+02
0.11575       	3.843769e+02
0.115875      	3.844008e+02
0.116         	3.844247e+02
0.116125      	3.844485e+02
0.11625       	3.844723e+02
